channel,sender_id,date,text,message_id,processed_text,tokens
@aradabrand2,-1001397661846,2024-08-04 08:53:27+00:00,"✅BRAND NEW  Made in Vietnam  Master Quality Only in our Shop  Price 4,200birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12625,"brand new made in vietnam master quality only in our shop price 4,200birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['brand', 'new', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '4', '200birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:52:19+00:00,"✅PURE LEATHER  Made in Vietnam  Master Quality Only in our Shop  Price 4,200birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12624,"pure leather made in vietnam master quality only in our shop price 4,200birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['pure', 'leather', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '4', '200birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:51:52+00:00,"✅BRAND NEW  Made in Vietnam  Master Quality Only in our Shop  Price 3,700birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12623,"brand new made in vietnam master quality only in our shop price 3,700birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['brand', 'new', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '3', '700birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:51:25+00:00,"✅New costom  Made in Vietnam  Master Quality Only in our Shop  Price 3,500birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12621,"new costom made in vietnam master quality only in our shop price 3,500birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['new', 'costom', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '3', '500birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:51:01+00:00,"✅BRAND NEW CLASSIC  Made in Vietnam  Master Quality Only in our Shop  Price 4,200birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12620,"brand new classic made in vietnam master quality only in our shop price 4,200birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['brand', 'new', 'classic', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '4', '200birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:50:41+00:00,"✅star WP low Made in Vietnam  Master Quality Only in our Shop  Price 3,500birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12618,"star wp low made in vietnam master quality only in our shop price 3,500birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['star', 'wp', 'low', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '3', '500birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:50:14+00:00,"✅Leather comfort Made in Vietnam  Master Quality Only in our Shop  Price 3,800birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12617,"leather comfort made in vietnam master quality only in our shop price 3,800birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['leather', 'comfort', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '3', '800birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:49:43+00:00,"✅pure leather  Made in Vietnam  Master Quality Only in our Shop  Price 4,200birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12616,"pure leather made in vietnam master quality only in our shop price 4,200birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['pure', 'leather', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '4', '200birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:49:16+00:00,"✅BRAND NEW  Made in Vietnam  Master Quality Only in our Shop  Price 3,600birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12615,"brand new made in vietnam master quality only in our shop price 3,600birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['brand', 'new', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '3', '600birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-08-04 08:48:47+00:00,"✅NEW BALANCE  Made in Vietnam  Master Quality Only in our Shop  Price 3,600birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12614,"new balance made in vietnam master quality only in our shop price 3,600birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['new', 'balance', 'made', 'in', 'vietnam', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '3', '600birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
@aradabrand2,-1001397661846,2024-07-11 12:21:03+00:00,"✅CHEKICH Made in TURKEY Master Quality Only in our Shop  Price 5,500birr  😍🔥🔥 Size#40,41,42,43 🔴FREE DELIVERY(ያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን🏍) 🔴ለሱቅና ብዛት ተረካቢዎች ባስተያየት 📶0977808897 🔻🔻🔻 @Naty_boy  አድራሻችን- ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216",12613,"chekich made in turkey master quality only in our shop price 5,500birr size,41,42,43 free deliveryያሉበት ቦታ ያለተጨማሪ ክፍያ እናደርሳለን ለሱቅና ብዛት ተረካቢዎች ባስተያየት 0977808897 አድራሻችን ቄራ ሶፊያ ሞል ሁለተኛ ፎቅ ሱ.ቁ 216","['chekich', 'made', 'in', 'turkey', 'master', 'quality', 'only', 'in', 'our', 'shop', 'price', '5', '500birr', 'size', '41', '42', '43', 'free', 'deliveryያሉበት', 'ቦታ', 'ያለተጨማሪ', 'ክፍያ', 'እናደርሳለን', 'ለሱቅና', 'ብዛት', 'ተረካቢዎች', 'ባስተያየት', '0977808897', 'አድራሻችን', 'ቄራ', 'ሶፊያ', 'ሞል', 'ሁለተኛ', 'ፎቅ', 'ሱ', 'ቁ', '216']"
